number,state,value,datetime_start,datetime_complete,duration_sec,user_attrs_json,param_batch_size,param_epochs,param_gamma,param_hop_length,param_lr,param_margin,param_n_fft
24,PRUNED,10.943013356791603,2026-01-27T15:11:22.521942,2026-01-27T15:26:01.783036,879.261094,{},4,86,17.19288251242357,512,0.00026481935312141445,0.14091964090553127,1024
25,COMPLETE,9.470741620770207,2026-01-27T15:26:01.792361,2026-01-27T15:32:39.395831,397.60347,"{""best_epoch"": 33, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/15-26-01""}",4,35,20.208226072676407,512,0.00016977822549253755,0.1787530230153229,1024
26,COMPLETE,5.157400910294166,2026-01-27T15:32:39.420304,2026-01-27T15:38:37.124247,357.703943,"{""best_epoch"": 25, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/15-32-39""}",4,30,19.757315677265662,512,0.00017817388117876806,0.399240948544292,1024
27,COMPLETE,3.5338687581458577,2026-01-27T15:38:37.137953,2026-01-27T15:59:36.242241,1259.104288,"{""best_epoch"": 71, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/15-38-37""}",4,110,16.093302054686966,512,0.00029797634493163537,0.399218757050826,1024
28,PRUNED,13.474848651885987,2026-01-27T15:59:36.259395,2026-01-27T16:06:44.522239,428.262844,{},8,112,16.563480611812526,256,0.0005050683452210106,0.3974766166485402,1024
29,PRUNED,6.066837379156992,2026-01-27T16:06:44.530739,2026-01-27T16:30:43.038265,1438.507526,{},4,152,18.64467858990308,320,0.0007860345308394534,0.3965943240420167,512
30,PRUNED,13.189259958267211,2026-01-27T16:30:43.047508,2026-01-27T16:34:58.037231,254.989723,{},8,159,16.059958896623478,512,0.0003142762766551291,0.3650274895983002,1024
31,COMPLETE,7.928606043362783,2026-01-27T16:34:58.049123,2026-01-27T16:39:34.834263,276.78514,"{""best_epoch"": 25, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/16-34-58""}",4,27,22.307614884820243,512,0.00024301905182429927,0.3612825533010073,1024
32,COMPLETE,8.749402308146712,2026-01-27T16:39:34.848004,2026-01-27T16:44:37.797016,302.949012,"{""best_epoch"": 25, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/16-39-34""}",4,26,22.540984300004038,512,0.00024466014644782805,0.3692681187652782,1024
33,COMPLETE,5.601521095743886,2026-01-27T16:44:37.805778,2026-01-27T17:02:50.302890,1092.497112,"{""best_epoch"": 57, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/16-44-37""}",4,95,18.442272298376903,512,0.00020716222380019964,0.343006396702871,1024
34,PRUNED,7.1845466858810845,2026-01-27T17:02:50.314541,2026-01-27T17:19:58.156229,1027.841688,{},4,120,18.6250838101654,512,0.00020088543819084034,0.3377485050054683,1024
35,PRUNED,58.545757894162776,2026-01-27T17:19:58.166426,2026-01-27T17:20:36.313566,38.14714,{},4,26,80.48339029107184,512,0.0004608816660564743,0.377984281616724,512
36,PRUNED,20.86434211730957,2026-01-27T17:20:36.323635,2026-01-27T17:21:11.327427,35.003792,{},16,42,18.559981334859824,512,0.00022559785914420528,0.34607924372816723,1024
37,COMPLETE,6.315760743148901,2026-01-27T17:21:11.335274,2026-01-27T17:41:25.390136,1214.054862,"{""best_epoch"": 57, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/17-21-11""}",4,70,21.68514113505114,256,0.0006642166683654776,0.3808133802058005,512
38,PRUNED,13.492410786946614,2026-01-27T17:41:25.402205,2026-01-27T17:43:59.541860,154.139655,{},8,67,16.224652375903936,256,0.0008380005627885034,0.3866073669403729,512
39,PRUNED,29.979938125610353,2026-01-27T17:43:59.550002,2026-01-27T17:44:45.563240,46.013238,{},16,75,28.88925178507306,256,0.0011379838177439782,0.318020783123036,512
40,PRUNED,38.17395521093298,2026-01-27T17:44:45.572950,2026-01-27T17:45:38.378687,52.805737,{},4,96,52.064970579982614,256,0.0006126663553756449,0.3517845104435513,512
41,COMPLETE,6.956819683175396,2026-01-27T17:45:38.386757,2026-01-27T17:52:14.807159,396.420402,"{""best_epoch"": 25, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/17-45-38""}",4,26,21.31043054002453,256,0.0003000298427544561,0.36105943153779074,512
42,PRUNED,7.888789213090031,2026-01-27T17:52:14.815839,2026-01-27T18:16:06.589751,1431.773912,{},4,111,20.29837900319125,256,0.00043497213454739156,0.38143809922823435,512
43,COMPLETE,7.917817799029527,2026-01-27T18:16:06.598147,2026-01-27T18:26:27.854036,621.255889,"{""best_epoch"": 37, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/18-16-06""}",4,40,18.066854818445925,256,0.0014683109294773306,0.3274439535154145,512
44,PRUNED,9.868131935044572,2026-01-27T18:26:27.862907,2026-01-27T18:43:49.017337,1041.15443,{},4,76,21.796363649455714,256,0.0001892540079857865,0.2948734071155428,512
45,PRUNED,30.97620480855306,2026-01-27T18:43:49.025663,2026-01-27T18:44:35.400662,46.374999,{},16,19,37.0822628202691,256,0.0031614748075251002,0.39963896540925603,512
46,COMPLETE,5.5779385882671235,2026-01-27T18:44:35.410118,2026-01-27T19:03:33.294970,1137.884852,"{""best_epoch"": 65, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/18-44-35""}",4,91,19.432451363174334,320,0.0006466151406012151,0.35694867821677556,512
47,PRUNED,16.388883837947137,2026-01-27T19:03:33.307389,2026-01-27T19:05:50.859502,137.552113,{},4,90,18.94274790104,320,0.0006697110745330275,0.27600732033855685,512
48,PRUNED,7.301667367970502,2026-01-27T19:05:50.869688,2026-01-27T19:27:24.673106,1293.803418,{},4,120,17.609582619203785,320,0.0009255592170072001,0.3817191437866381,512
49,PRUNED,50.76852932682744,2026-01-27T19:27:24.682365,2026-01-27T19:28:03.783354,39.100989,{},4,103,65.13734684362505,320,0.0009291001446806606,0.3295955696979766,512
50,PRUNED,27.79064547220866,2026-01-27T19:28:03.793589,2026-01-27T19:28:49.375446,45.581857,{},8,142,31.236269249855276,320,0.0014308034932797654,0.31096771293254166,512
51,COMPLETE,5.821554834712987,2026-01-27T19:28:49.383899,2026-01-27T19:48:18.682891,1169.298992,"{""best_epoch"": 53, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/19-28-49""}",4,75,21.64687736289416,256,0.0003204245379187035,0.3554085305925232,512
52,PRUNED,19.88919964487906,2026-01-27T19:48:18.693945,2026-01-27T19:49:07.200619,48.506674,{},4,74,23.962144994576587,320,0.0003626482473753661,0.3553705660855344,512
53,PRUNED,21.540683321137394,2026-01-27T19:49:07.219087,2026-01-27T19:50:33.839957,86.62087,{},4,90,26.328309342810442,256,0.00012857018057933515,0.3722530806928645,512
54,PRUNED,19.47506067018818,2026-01-27T19:50:33.850758,2026-01-27T19:53:51.039091,197.188333,{},4,107,20.60223286598776,256,0.0005147922474685328,0.38918421444989326,512
55,COMPLETE,5.5145325003950685,2026-01-27T19:53:51.047927,2026-01-27T20:08:09.251988,858.204061,"{""best_epoch"": 43, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/19-53-51""}",4,66,17.269531793790094,320,0.00016807249145076844,0.3332646674245229,512
56,PRUNED,17.727139536539713,2026-01-27T20:08:09.262508,2026-01-27T20:08:55.455877,46.193369,{},16,62,16.019362865095598,320,0.00017106961380030142,0.33672193764741987,1024
57,COMPLETE,6.117683790348194,2026-01-27T20:08:55.464019,2026-01-27T20:26:32.353525,1056.889506,"{""best_epoch"": 53, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/20-08-55""}",4,80,17.679889576395432,320,0.0003202831338096698,0.30816412402683113,512
58,PRUNED,12.543764551480612,2026-01-27T20:26:32.370618,2026-01-27T20:29:35.497682,183.127064,{},4,100,19.229278306913425,320,0.0001646119364930739,0.2726367459895952,1024
59,COMPLETE,5.829787629622,2026-01-27T20:29:35.506413,2026-01-27T20:41:34.223083,718.71667,"{""best_epoch"": 33, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/20-29-35""}",4,54,17.36563363294067,320,0.00021477763202611429,0.3497420074995938,1024
60,PRUNED,17.63958634270562,2026-01-27T20:41:34.237735,2026-01-27T20:42:23.906419,49.668684,{},4,92,23.991877583397244,320,0.0002785440995064581,0.3258926880407506,512
61,COMPLETE,5.403172922907053,2026-01-27T20:42:23.918853,2026-01-27T20:53:24.767136,660.848283,"{""best_epoch"": 40, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/20-42-23""}",4,50,17.343792855314362,320,0.0001230772021192612,0.34910521081706963,1024
62,COMPLETE,6.532897098748772,2026-01-27T20:53:24.777309,2026-01-27T21:03:05.910434,581.133125,"{""best_epoch"": 44, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/20-53-24""}",4,44,19.984714192766564,320,0.0001272791135400618,0.3454686821341294,1024
63,COMPLETE,5.654586329366322,2026-01-27T21:03:05.921467,2026-01-27T21:14:17.884185,671.962718,"{""best_epoch"": 47, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/21-03-05""}",4,50,17.260221193427018,320,0.00018761750998787062,0.3714696277440031,1024
64,COMPLETE,4.90094900296794,2026-01-27T21:14:17.895380,2026-01-27T21:22:16.892862,478.997482,"{""best_epoch"": 26, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/21-14-17""}",4,35,17.34731037960092,320,0.00011728238218978724,0.3905295169431624,1024
65,COMPLETE,5.890845269447675,2026-01-27T21:22:16.907807,2026-01-27T21:29:56.271854,459.364047,"{""best_epoch"": 32, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/21-22-16""}",4,34,19.63479288631152,320,0.0001105843707837381,0.3915447601440185,1024
66,COMPLETE,5.915363646767758,2026-01-27T21:29:56.283192,2026-01-27T21:33:35.620713,219.337521,"{""best_epoch"": 15, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/21-29-56""}",4,17,16.72060964609465,320,0.0001213678455533224,0.3709883597114369,1024
67,PRUNED,11.736296079776904,2026-01-27T21:33:35.638990,2026-01-27T21:35:44.259640,128.62065,{},4,57,18.109308221778914,320,0.00014481020239125482,0.1044748019134521,1024
68,PRUNED,16.829312229156493,2026-01-27T21:35:44.268283,2026-01-27T21:36:19.186815,34.918532,{},8,113,16.035624596648514,512,0.0001643594906735896,0.23523367591037594,1024
69,PRUNED,6.935628151245139,2026-01-27T21:36:19.199207,2026-01-27T21:52:21.138491,961.939284,{},4,126,19.265948318361023,512,0.00011322404045631402,0.38832299508949947,1024
70,PRUNED,11.697352966017744,2026-01-27T21:52:21.149935,2026-01-27T21:54:31.945356,130.795421,{},4,46,22.931263717301544,320,0.00015013696651314132,0.3629362498619614,1024
71,COMPLETE,5.049065752989716,2026-01-27T21:54:31.953604,2026-01-27T22:05:26.570806,654.617202,"{""best_epoch"": 33, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/21-54-32""}",4,49,17.21246940395101,320,0.00019202583572697568,0.3754289186911378,1024
72,COMPLETE,5.230518036142543,2026-01-27T22:05:26.580094,2026-01-27T22:19:38.342672,851.762578,"{""best_epoch"": 38, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/22-05-26""}",4,66,17.26237822745811,320,0.0002497957440126093,0.37609298407825686,1024
73,COMPLETE,5.062441688030958,2026-01-27T22:19:38.375807,2026-01-27T22:33:41.689614,843.313807,"{""best_epoch"": 40, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/22-19-38""}",4,65,17.237381441959865,320,0.00018516774718846515,0.3993709873006537,1024
74,COMPLETE,5.36473919665096,2026-01-27T22:33:41.701940,2026-01-27T22:41:42.565860,480.86392,"{""best_epoch"": 26, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/22-33-41""}",4,37,17.013221825559857,320,0.0002608446641664325,0.39765967338554237,1024
75,COMPLETE,5.42771551295839,2026-01-27T22:41:42.580409,2026-01-27T22:48:08.837338,386.256929,"{""best_epoch"": 26, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/22-41-42""}",4,30,16.705557795348735,320,0.00025485325698961875,0.39744390072222857,1024
76,PRUNED,17.741730880737304,2026-01-27T22:48:08.846392,2026-01-27T22:48:53.216425,44.370033,{},16,38,17.711200834718326,320,0.00021930346928166565,0.3746109293656876,1024
77,COMPLETE,6.936926822695467,2026-01-27T22:48:53.227997,2026-01-27T22:53:56.081976,302.853979,"{""best_epoch"": 18, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/22-48-53""}",4,22,20.454228783153873,320,0.00018389014142942617,0.39081262035426717,1024
78,COMPLETE,4.452799405971611,2026-01-27T22:53:56.093980,2026-01-27T23:04:46.369462,650.275482,"{""best_epoch"": 45, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/22-53-56""}",4,49,16.821950912936355,320,0.0002354460047160079,0.3823563965691639,1024
79,PRUNED,5.689220612730693,2026-01-27T23:04:46.386900,2026-01-27T23:26:11.165191,1284.778291,{},4,198,18.48691887436664,320,0.00024401607286448913,0.39968640296248653,1024
80,PRUNED,65.37147878011068,2026-01-27T23:26:11.177462,2026-01-27T23:26:57.890306,46.712844,{},8,62,86.88322786892509,320,0.0003885483229969953,0.3815705250993742,1024
81,COMPLETE,4.9230654367970095,2026-01-27T23:26:57.903738,2026-01-27T23:37:20.505110,622.601372,"{""best_epoch"": 45, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/23-26-57""}",4,50,16.802218903256247,320,0.00013939144284508143,0.3826755112867973,1024
82,COMPLETE,5.404934725137772,2026-01-27T23:37:20.515648,2026-01-27T23:46:57.972776,577.457128,"{""best_epoch"": 39, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/23-37-20""}",4,44,17.0256158530743,320,0.0001402511691685042,0.3898489319194741,1024
83,COMPLETE,4.813680378651178,2026-01-27T23:46:57.984987,2026-01-27T23:55:15.008727,497.02374,"{""best_epoch"": 33, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/23-46-58""}",4,37,16.218717676913176,320,0.0002066699995394752,0.3825608273606579,1024
84,COMPLETE,4.431963940875398,2026-01-27T23:55:15.023047,2026-01-28T00:07:02.480340,707.457293,"{""best_epoch"": 50, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-27/23-55-15""}",4,53,16.150537164372174,320,0.0001871798339977275,0.3791303176730695,1024
85,COMPLETE,4.981566508611043,2026-01-28T00:07:02.495795,2026-01-28T00:19:05.216257,722.720462,"{""best_epoch"": 42, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-28/00-07-02""}",4,54,16.012949392704073,320,0.00019683497391700602,0.3835911150313315,1024
86,COMPLETE,5.233709397139372,2026-01-28T00:19:05.241060,2026-01-28T00:31:42.656192,757.415132,"{""best_epoch"": 33, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-28/00-19-05""}",4,58,16.164574876883613,320,0.00020754572641486812,0.3649188940092394,1024
87,COMPLETE,5.160795561693333,2026-01-28T00:31:42.667675,2026-01-28T00:42:49.235057,666.567382,"{""best_epoch"": 52, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-28/00-31-42""}",4,53,18.414681622670635,320,0.00015241596076347947,0.3833878618304739,1024
88,PRUNED,12.601469515650361,2026-01-28T00:42:49.245285,2026-01-28T00:43:38.435625,49.19034,{},4,46,21.172786213277103,320,0.0002011725062191792,0.37789132075329357,1024
89,COMPLETE,5.258075589934985,2026-01-28T00:43:38.445313,2026-01-28T00:50:46.706191,428.260878,"{""best_epoch"": 18, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-28/00-43-38""}",4,32,16.214793723301987,320,0.00010063126140091284,0.3664579965908182,1024
90,PRUNED,17.966319147745768,2026-01-28T00:50:46.718631,2026-01-28T00:51:30.904636,44.186005,{},16,40,18.224190888498597,320,0.0002871465824342457,0.39201398664987225,1024
91,COMPLETE,8.598699599987379,2026-01-28T00:51:30.916333,2026-01-28T00:53:36.427966,125.511633,"{""best_epoch"": 11, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-28/00-51-30""}",4,12,19.304657226282185,512,0.00017618327494626633,0.38394349127743566,1024
92,COMPLETE,5.268418310417069,2026-01-28T00:53:36.438498,2026-01-28T01:00:16.223670,399.785172,"{""best_epoch"": 29, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-28/00-53-36""}",4,30,16.02512070785461,320,0.00022577786375617648,0.39386109031471234,1024
93,PRUNED,12.38341176951373,2026-01-28T01:00:16.236697,2026-01-28T01:01:47.470376,91.233679,{},4,49,18.047445564683287,320,0.00019365999922042886,0.37594462369689063,1024
94,COMPLETE,5.213377504161111,2026-01-28T01:01:47.484470,2026-01-28T01:05:49.315213,241.830743,"{""best_epoch"": 23, ""effective_batch_size"": 4, ""output_dir"": ""./outputs/2026-01-28/01-01-47""}",4,24,16.74530325782099,512,0.00014313802525775114,0.38732537690607627,1024
95,PRUNED,13.240799506505331,2026-01-28T01:05:49.325349,2026-01-28T01:06:39.265808,49.940459,{},4,61,20.56465579281285,320,0.00015849875741695424,0.36846565969320233,1024
96,PRUNED,12.418334002848026,2026-01-28T01:06:39.277777,2026-01-28T01:07:59.066829,79.789052,{},4,35,19.196335923896683,320,0.00013351680727419408,0.3589443065601119,1024
97,PRUNED,12.110836082034641,2026-01-28T01:07:59.075932,2026-01-28T01:08:40.808917,41.732985,{},4,54,16.73349901469622,320,0.0023009480131656766,0.3817886724341871,1024
98,PRUNED,31.141231298446655,2026-01-28T01:08:40.824659,2026-01-28T01:09:18.897132,38.072473,{},4,71,50.0047213623298,512,0.00018045121803371693,0.39406327734907454,1024
99,PRUNED,14.970655790964763,2026-01-28T01:09:18.904984,2026-01-28T01:10:05.217730,46.312746,{},8,42,18.004104434662,320,0.0002310177821464705,0.386522050957146,1024
