number,state,value,datetime_start,datetime_complete,duration_sec,user_attrs_json,param_batch_size,param_epochs,param_eps,param_hop_length,param_lr,param_mel,param_n_fft,param_norm_p
0,COMPLETE,15.497309444348017,2026-02-07T06:24:54.616419,2026-02-07T07:11:14.604264,2779.987845,"{""best_epoch"": 8, ""effective_batch_size"": 8, ""oom_adjustments"": [{""from"": 16, ""to"": 8}], ""output_dir"": ""./outputs/2026-02-07/06-24-54""}",16,21,1.0129197956845722e-05,128,0.00020511104188433984,OFF,2048,3.5985284373248057
1,COMPLETE,17.560719869534175,2026-02-07T07:11:14.617238,2026-02-07T09:33:34.991090,8540.373852,"{""best_epoch"": 84, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-07/07-11-14""}",16,159,3.725393839578879e-06,320,0.000816845589476017,OFF,2048,1.5990213464750793
2,PRUNED,27.189357924461365,2026-02-07T09:33:35.002536,2026-02-07T09:37:01.404431,206.401895,{},8,59,3.618723330959616e-07,128,0.006586289317583112,OFF,1024,2.9875668530619457
3,COMPLETE,7.516715168952942,2026-02-07T09:37:01.412676,2026-02-07T09:57:21.017033,1219.604357,"{""best_epoch"": 25, ""effective_batch_size"": 48, ""output_dir"": ""./outputs/2026-02-07/09-37-01""}",48,78,5.169879442298538e-06,128,0.004544383960336014,ON,1024,1.8428035290621423
4,COMPLETE,6.809356659650803,2026-02-07T09:57:21.029188,2026-02-07T10:16:18.152508,1137.12332,"{""best_epoch"": 73, ""effective_batch_size"": 64, ""output_dir"": ""./outputs/2026-02-07/09-57-21""}",64,73,3.588488911386254e-07,128,0.0017643967683381545,ON,1024,1.1906750508580708
5,PRUNED,19.569477611780165,2026-02-07T10:16:18.164624,2026-02-07T10:18:03.463009,105.298385,{},16,131,3.4902252478382486e-06,128,0.0001155735281626988,OFF,512,1.94306794322898
6,PRUNED,26.42010564605395,2026-02-07T10:18:03.471547,2026-02-07T10:24:06.893443,363.421896,{},64,164,3.8906070987056304e-07,160,0.0011986281799901185,OFF,2048,3.6882738997704796
7,PRUNED,28.16637226740519,2026-02-07T10:24:06.901710,2026-02-07T10:25:33.150310,86.2486,{},16,195,1.8151456496577548e-07,160,0.0005336533066379613,OFF,512,3.8873418848263337
8,PRUNED,17.823859255760908,2026-02-07T10:25:33.158080,2026-02-07T10:26:19.274183,46.116103,{},32,55,6.901057779813303e-07,160,0.003336101309469784,ON,1024,3.1846490458355787
9,PRUNED,14.396629838645458,2026-02-07T10:26:19.282667,2026-02-07T10:33:46.399305,447.116638,{},48,83,4.8708496102002865e-08,128,0.002409214543666477,OFF,2048,3.8101899662102037
10,COMPLETE,3.090557411313057,2026-02-07T10:33:46.407227,2026-02-07T10:34:36.164132,49.756905,"{""best_epoch"": 6, ""effective_batch_size"": 64, ""output_dir"": ""./outputs/2026-02-07/10-33-46""}",64,11,0.00028297050585303823,512,0.0014299779613089949,ON,1024,1.053885626844459
11,COMPLETE,2.5434185937047005,2026-02-07T10:34:36.175221,2026-02-07T10:35:30.057539,53.882318,"{""best_epoch"": 7, ""effective_batch_size"": 64, ""output_dir"": ""./outputs/2026-02-07/10-34-36""}",64,12,0.0005783188522841433,512,0.0014877767470530615,ON,1024,1.0261093859498098
12,COMPLETE,2.4308216013014317,2026-02-07T10:35:30.068467,2026-02-07T10:36:15.967710,45.899243,"{""best_epoch"": 7, ""effective_batch_size"": 64, ""output_dir"": ""./outputs/2026-02-07/10-35-30""}",64,10,0.0007074653948204801,512,0.000495181463517275,ON,1024,1.010626372043554
13,COMPLETE,2.2386111319065094,2026-02-07T10:36:15.977647,2026-02-07T10:38:36.850291,140.872644,"{""best_epoch"": 22, ""effective_batch_size"": 64, ""output_dir"": ""./outputs/2026-02-07/10-36-16""}",64,34,0.0008925867939238788,512,0.00039115639986916223,ON,1024,2.392347787077059
14,COMPLETE,3.496810980141163,2026-02-07T10:38:36.860725,2026-02-07T10:43:41.161592,304.300867,"{""best_epoch"": 27, ""effective_batch_size"": 64, ""output_dir"": ""./outputs/2026-02-07/10-38-36""}",64,38,7.43139466697864e-05,256,0.0004074834709464709,ON,1024,2.384214518460663
15,PRUNED,12.787281569838523,2026-02-07T10:43:41.171081,2026-02-07T10:44:00.877705,19.706624,{},8,102,5.9186958568004885e-05,512,0.00029023251617944236,ON,1024,2.534794236278076
16,PRUNED,6.005713310092688,2026-02-07T10:44:00.885709,2026-02-07T10:44:18.569419,17.68371,{},32,38,0.000985128742380199,512,0.0006033605747361168,ON,512,2.392499488134854
17,PRUNED,4.072016462683678,2026-02-07T10:44:18.578058,2026-02-07T10:44:40.423905,21.845847,{},64,35,0.00013566520487915873,512,0.0001710011349522252,ON,1024,1.48650096251679
18,PRUNED,4.737242817878723,2026-02-07T10:44:40.432968,2026-02-07T10:45:10.908685,30.475717,{},64,106,1.9829626079615705e-05,256,0.0002963592847564787,ON,1024,2.8794367406548487
19,PRUNED,4.623454228043556,2026-02-07T10:45:10.916817,2026-02-07T10:45:35.812202,24.895385,{},64,55,3.0741796206565715e-05,320,0.0006566164649777857,ON,512,2.070111909124213
20,PRUNED,9.996566404898962,2026-02-07T10:45:35.820665,2026-02-07T10:45:55.409602,19.588937,{},8,28,0.000286294054524606,512,0.00010326503450976925,ON,1024,1.4460920041745966
21,COMPLETE,2.3034954890608788,2026-02-07T10:45:55.417726,2026-02-07T10:47:05.004407,69.586681,"{""best_epoch"": 15, ""effective_batch_size"": 64, ""output_dir"": ""./outputs/2026-02-07/10-45-55""}",64,16,0.0009574738509612252,512,0.0009788394673044872,ON,1024,1.0070690216099565
22,COMPLETE,3.101988811045885,2026-02-07T10:47:05.013298,2026-02-07T10:47:58.710626,53.697328,"{""best_epoch"": 10, ""effective_batch_size"": 64, ""output_dir"": ""./outputs/2026-02-07/10-47-05""}",64,12,0.0002456636778067379,512,0.00038740259116552757,ON,1024,1.3394545433395357
23,COMPLETE,2.263037644326687,2026-02-07T10:47:58.719288,2026-02-07T10:51:03.036367,184.317079,"{""best_epoch"": 21, ""effective_batch_size"": 64, ""output_dir"": ""./outputs/2026-02-07/10-47-58""}",64,45,0.0008578827232589694,512,0.000832929258257661,ON,1024,1.6817530054569922
24,PRUNED,8.804607022553682,2026-02-07T10:51:03.045811,2026-02-07T10:51:21.200718,18.154907,{},32,48,0.00011670441548657186,512,0.0008895558176413761,ON,1024,1.6729972342349413
25,PRUNED,10.858648732304573,2026-02-07T10:51:21.209454,2026-02-07T10:51:39.185021,17.975567,{},64,94,1.18023802175187e-08,512,0.0009933569890741634,ON,1024,2.1335045583978673
26,PRUNED,4.860574924945832,2026-02-07T10:51:39.193223,2026-02-07T10:52:05.101864,25.908641,{},48,68,0.0004559440531346217,320,0.0025146444860712825,ON,1024,1.7281269473394303
27,COMPLETE,1.9289363455027342,2026-02-07T10:52:05.110292,2026-02-07T11:00:09.940299,484.830007,"{""best_epoch"": 120, ""effective_batch_size"": 64, ""output_dir"": ""./outputs/2026-02-07/10-52-05""}",64,121,0.0009976223306293463,512,0.00024125454732181622,ON,1024,2.6902792428579474
28,PRUNED,4.512164317071438,2026-02-07T11:00:09.952355,2026-02-07T11:00:43.052437,33.100082,{},64,124,2.9281239132269623e-05,256,0.00017718314213684315,ON,2048,2.7424803320743094
29,PRUNED,5.289233706891537,2026-02-07T11:00:43.060668,2026-02-07T11:01:00.516724,17.456056,{},64,130,1.1011826578274902e-05,512,0.0002434905205821319,ON,512,3.3343450697367527
30,PRUNED,11.160154854257902,2026-02-07T11:01:00.524979,2026-02-07T11:01:21.474272,20.949293,{},8,146,0.00013406301237409737,512,0.00015114115642689735,ON,2048,2.249646219564702
31,COMPLETE,2.2017252519726753,2026-02-07T11:01:21.484006,2026-02-07T11:03:14.454946,112.97094,"{""best_epoch"": 22, ""effective_batch_size"": 64, ""output_dir"": ""./outputs/2026-02-07/11-01-21""}",64,27,0.0009290582073176737,512,0.0007292204334559395,ON,1024,2.5766961034968774
32,PRUNED,3.070401206612587,2026-02-07T11:03:14.464131,2026-02-07T11:03:44.316282,29.852151,{},64,28,0.000350895216105578,512,0.000724347808063375,ON,1024,2.690924030850882
33,PRUNED,10.713734696308771,2026-02-07T11:03:44.324601,2026-02-07T11:04:11.093693,26.769092,{},16,115,0.00016835334081399215,320,0.0003655058925737624,ON,1024,3.12815269588206
