number,state,value,datetime_start,datetime_complete,duration_sec,user_attrs_json,param_batch_size,param_epochs,param_gamma,param_hop_length,param_lr,param_margin,param_mel,param_n_fft
38,PRUNED,20.956531715393066,2026-02-12T17:25:19.072616,2026-02-12T17:25:26.896491,7.823875,{},8,70,22.882675113353905,320,0.00014229294192913162,0.359514837825915,OFF,1024
39,PRUNED,21.614606221516926,2026-02-12T17:25:26.905771,2026-02-12T17:25:37.961635,11.055864,{},16,354,20.407877202452998,160,0.0003540252827672499,0.37201514526583523,OFF,1024
40,PRUNED,28.896538734436035,2026-02-12T17:25:37.970874,2026-02-12T17:25:47.839049,9.868175,{},64,266,25.376811133186333,128,0.00037367647750838573,0.38543374449867146,ON,1024
41,COMPLETE,9.115149958928425,2026-02-12T17:25:47.848115,2026-02-12T17:29:11.148186,203.300071,"{""best_epoch"": 314, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-12/17-25-47""}",8,397,17.088476057056237,320,0.00010189161943391766,0.35264069402553255,OFF,1024
42,PRUNED,12.171372731526693,2026-02-12T17:29:11.161017,2026-02-12T17:31:17.620428,126.459411,{},8,334,16.007334334045254,320,0.0001811737160092375,0.32887739304063973,OFF,2048
43,COMPLETE,7.5541642506917315,2026-02-12T17:31:17.629884,2026-02-12T17:37:41.556287,383.926403,"{""best_epoch"": 278, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-12/17-31-17""}",8,759,17.77163777343605,320,0.0009390169191532357,0.3773991544756444,OFF,1024
44,COMPLETE,7.815309961636861,2026-02-12T17:37:41.571389,2026-02-12T17:45:08.113373,446.541984,"{""best_epoch"": 223, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-12/17-37-41""}",8,883,18.173290256050283,320,0.0008534976536227613,0.3776138908437654,OFF,1024
45,PRUNED,23.876010513305665,2026-02-12T17:45:08.128612,2026-02-12T17:45:19.091573,10.962961,{},48,853,18.36017892975954,160,0.0009022214005673452,0.3999075558892886,OFF,1024
46,PRUNED,24.81684767405192,2026-02-12T17:45:19.099890,2026-02-12T17:45:32.279622,13.179732,{},8,891,30.038594248243978,128,0.0006088526358265806,0.3838989244869712,OFF,1024
47,PRUNED,22.096451568603516,2026-02-12T17:45:32.287397,2026-02-12T17:45:38.585089,6.297692,{},16,725,20.95898313171392,512,0.0014366972387078515,0.3631991189263736,OFF,1024
48,PRUNED,22.585567800203957,2026-02-12T17:45:38.594302,2026-02-12T17:46:33.607383,55.013081,{},8,911,17.999557778496808,320,0.0010252105485889819,0.34816392240323496,ON,1024
49,PRUNED,23.887492243448893,2026-02-12T17:46:33.617206,2026-02-12T17:46:45.656965,12.039759,{},8,737,21.622985435861516,320,0.0005085559856028619,0.17655492690770946,OFF,2048
50,COMPLETE,8.24913569688797,2026-02-12T17:46:45.665295,2026-02-12T17:53:29.959388,404.294093,"{""best_epoch"": 234, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-12/17-46-45""}",8,816,19.375335787581307,320,0.0004579615153820881,0.38595948182763556,OFF,1024
51,PRUNED,13.650721995035807,2026-02-12T17:53:29.974573,2026-02-12T17:54:08.228379,38.253806,{},8,812,19.476932209484836,320,0.000298686246220322,0.3843790673051398,OFF,1024
52,COMPLETE,8.139452727635701,2026-02-12T17:54:08.237417,2026-02-12T18:01:49.263664,461.026247,"{""best_epoch"": 169, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-12/17-54-08""}",8,930,17.44588451433007,320,0.00047644965769469476,0.3832238746568492,OFF,1024
53,COMPLETE,8.032031679153443,2026-02-12T18:01:49.281717,2026-02-12T18:10:01.668193,492.386476,"{""best_epoch"": 161, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-12/18-01-49""}",8,994,17.27582395613353,320,0.0007356036077416583,0.36609705684296834,OFF,1024
54,COMPLETE,7.896274288495381,2026-02-12T18:10:01.685210,2026-02-12T18:18:04.696754,483.011544,"{""best_epoch"": 267, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-12/18-10-01""}",8,976,17.662378241901884,320,0.001075780085200351,0.3663204987594811,OFF,1024
55,PRUNED,27.36839532852173,2026-02-12T18:18:04.713385,2026-02-12T18:18:15.728950,11.015565,{},32,975,24.915877327897142,160,0.0007385952060146236,0.36583650129605283,OFF,1024
56,PRUNED,71.54892044067383,2026-02-12T18:18:15.737687,2026-02-12T18:18:28.828377,13.09069,{},8,995,83.09100724855686,128,0.0022192511884993726,0.3047752598913989,OFF,1024
57,PRUNED,17.717259788513182,2026-02-12T18:18:28.837275,2026-02-12T18:18:42.533698,13.696423,{},8,865,17.964895699780428,320,0.0016927382230981739,0.32489111714053126,OFF,2048
58,PRUNED,22.484559122721354,2026-02-12T18:18:42.542810,2026-02-12T18:18:50.310197,7.767387,{},8,947,22.6584149889583,320,0.0011883021560764085,0.30771170209373927,OFF,1024
59,PRUNED,44.11922645568848,2026-02-12T18:18:50.318772,2026-02-12T18:18:56.733239,6.414467,{},64,778,43.80180737616017,512,0.001204385262141052,0.34811952185923645,ON,1024
60,PRUNED,38.61988754272461,2026-02-12T18:18:56.742118,2026-02-12T18:19:04.130799,7.388681,{},48,850,28.104162979089068,320,0.0006910580220000282,0.10413868513266672,OFF,1024
61,COMPLETE,7.6467232465744015,2026-02-12T18:19:04.138878,2026-02-12T18:26:45.584695,461.445817,"{""best_epoch"": 211, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-12/18-19-04""}",8,931,17.292570044390477,320,0.0009562483070191706,0.3764438192801874,OFF,1024
62,PRUNED,15.549625078837076,2026-02-12T18:26:45.600582,2026-02-12T18:27:02.401152,16.80057,{},8,890,17.38448359861622,320,0.0019555925185448775,0.3591464410874426,OFF,1024
63,PRUNED,17.98745371500651,2026-02-12T18:27:02.410106,2026-02-12T18:27:10.144168,7.734062,{},8,952,19.816608538975693,320,0.0009218346376035837,0.37583088324648006,OFF,1024
64,PRUNED,15.5083846728007,2026-02-12T18:27:10.152496,2026-02-12T18:27:26.680279,16.527783,{},8,995,17.275286316953117,320,0.0006325329908309438,0.34493396645499,OFF,1024
65,PRUNED,20.189309565226235,2026-02-12T18:27:26.689279,2026-02-12T18:27:35.236529,8.54725,{},8,918,21.97951332241606,256,0.0010840675244543616,0.3675823881215536,OFF,1024
66,PRUNED,21.267685413360596,2026-02-12T18:27:35.245715,2026-02-12T18:27:42.700242,7.454527,{},32,632,17.193154202238905,320,0.0008579785251570318,0.3922809210720028,OFF,1024
67,PRUNED,20.03349405924479,2026-02-12T18:27:42.709219,2026-02-12T18:27:54.784498,12.075279,{},8,875,19.20069249535257,320,0.0014092149107274004,0.28544618352448214,OFF,2048
68,PRUNED,22.169940567016603,2026-02-12T18:27:54.793405,2026-02-12T18:28:02.548676,7.755271,{},8,837,23.845627500824758,320,0.0034593177735671417,0.3563448665369642,OFF,1024
69,PRUNED,22.83807004292806,2026-02-12T18:28:02.556843,2026-02-12T18:28:10.086270,7.529427,{},16,683,20.690828842308107,320,0.000559684572365005,0.3337660976475319,OFF,1024
70,PRUNED,14.312886842091878,2026-02-12T18:28:10.095266,2026-02-12T18:28:24.218985,14.123719,{},8,789,18.515622785114896,512,0.0007713325691231443,0.3767635562841968,OFF,512
71,COMPLETE,7.385644765694936,2026-02-12T18:28:24.228198,2026-02-12T18:36:02.468272,458.240074,"{""best_epoch"": 242, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-12/18-28-24""}",8,927,17.371018383058473,320,0.0005033144879057433,0.3911017999367175,OFF,1024
72,COMPLETE,7.510347684224446,2026-02-12T18:36:02.484956,2026-02-12T18:43:57.430369,474.945413,"{""best_epoch"": 141, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-12/18-36-02""}",8,960,16.92645351513807,320,0.00041305266662049883,0.3908444792532147,OFF,1024
73,COMPLETE,8.130808635552723,2026-02-12T18:43:57.446466,2026-02-12T18:51:49.592063,472.145597,"{""best_epoch"": 240, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-12/18-43-57""}",8,953,17.149602141077484,320,0.0003113038429233994,0.3902089465117347,OFF,1024
74,COMPLETE,8.228186988830567,2026-02-12T18:51:49.608981,2026-02-12T18:59:18.766974,449.157993,"{""best_epoch"": 150, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-12/18-51-49""}",8,907,18.482873994014213,320,0.000449262284192752,0.3910019292299992,OFF,1024
75,PRUNED,18.628765551249185,2026-02-12T18:59:18.783307,2026-02-12T18:59:26.521208,7.737901,{},8,969,20.448765681494287,320,0.00042634097520920683,0.3784726066720734,OFF,1024
76,PRUNED,17.74546372095744,2026-02-12T18:59:26.529209,2026-02-12T19:00:07.924518,41.395309,{},8,934,16.69190392584081,256,0.0005783757216686908,0.36974375747544436,ON,1024
77,PRUNED,21.27824961344401,2026-02-12T19:00:07.933813,2026-02-12T19:00:14.005979,6.072166,{},8,994,19.134323804246105,320,0.0006676048367657896,0.21726670994813996,OFF,512
78,PRUNED,24.474724292755127,2026-02-12T19:00:14.013817,2026-02-12T19:00:24.996358,10.982541,{},64,890,17.645112858666458,160,0.0012454777118706128,0.39498041977090154,OFF,1024
79,PRUNED,20.381443150838216,2026-02-12T19:00:25.005232,2026-02-12T19:00:38.112722,13.10749,{},8,831,22.06184854886451,128,0.0010407088254244885,0.36667478966762673,OFF,1024
80,PRUNED,97.43401489257812,2026-02-12T19:00:38.121322,2026-02-12T19:00:45.579755,7.458433,{},48,970,121.36397830960952,320,0.0008090752712736766,0.3791880296282171,OFF,1024
81,PRUNED,10.022287193934122,2026-02-12T19:00:45.588328,2026-02-12T19:01:51.094791,65.506463,{},8,583,16.246173679634172,320,0.00032973160974162426,0.35687433152025194,OFF,1024
82,PRUNED,16.858838844299317,2026-02-12T19:01:51.104754,2026-02-12T19:01:58.889497,7.784743,{},8,924,18.182808146117413,320,0.000408478329713511,0.3912677136865779,OFF,1024
83,PRUNED,16.759056027730306,2026-02-12T19:01:58.898183,2026-02-12T19:02:07.127858,8.229675,{},8,721,16.763443208220774,320,0.00022969615424534636,0.3427947176405949,OFF,1024
84,PRUNED,18.084618377685548,2026-02-12T19:02:07.136828,2026-02-12T19:02:14.893751,7.756923,{},8,782,19.41253567820289,320,0.0005272350755754845,0.36285827380172175,OFF,1024
85,PRUNED,18.09370848337809,2026-02-12T19:02:14.902630,2026-02-12T19:02:20.947630,6.045,{},8,871,20.543814971479208,320,0.0009358329702669542,0.3999068130829707,OFF,512
86,PRUNED,10.809214735031128,2026-02-12T19:02:20.956361,2026-02-12T19:03:23.209535,62.253174,{},8,536,16.013633534906727,320,0.00012242457289943264,0.3836647917328401,OFF,1024
87,PRUNED,22.37730860710144,2026-02-12T19:03:23.219548,2026-02-12T19:03:30.629221,7.409673,{},32,903,17.953092696424104,320,0.00027733495923896366,0.3735961745003756,OFF,1024
88,PRUNED,18.183173243204752,2026-02-12T19:03:30.636631,2026-02-12T19:03:40.268077,9.631446,{},16,950,16.936859588706678,320,0.008666381773156985,0.3699593003309409,ON,2048
89,PRUNED,19.77696285247803,2026-02-12T19:03:40.276328,2026-02-12T19:03:48.061425,7.785097,{},8,756,21.285332911140124,320,0.00022091126961714506,0.3545392187339676,OFF,1024
90,PRUNED,17.300849278767902,2026-02-12T19:03:48.069872,2026-02-12T19:03:54.099282,6.02941,{},8,985,19.223313263302252,320,0.0006942598266804337,0.3831156884048791,OFF,512
91,COMPLETE,6.352792382240295,2026-02-12T19:03:54.110075,2026-02-12T19:11:47.014186,472.904111,"{""best_epoch"": 305, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-12/19-03-54""}",8,955,16.83756153978289,320,0.0003353487992685691,0.38944717198819045,OFF,1024
92,PRUNED,11.872780132293702,2026-02-12T19:11:47.030586,2026-02-12T19:12:28.025448,40.994862,{},8,938,16.64501592995131,320,0.00033742756243587094,0.3935378762629795,OFF,1024
93,COMPLETE,8.527170554796855,2026-02-12T19:12:28.034490,2026-02-12T19:20:28.097667,480.063177,"{""best_epoch"": 164, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-12/19-12-28""}",8,969,17.73485631577116,320,0.0003912798373276571,0.3791572076336329,OFF,1024
94,PRUNED,17.004649607340493,2026-02-12T19:20:28.114119,2026-02-12T19:20:35.843866,7.729747,{},8,880,18.629421764071086,320,0.00019669193333444703,0.38770772901486267,OFF,1024
95,PRUNED,22.657083384195964,2026-02-12T19:20:35.852550,2026-02-12T19:20:47.029254,11.176704,{},8,629,19.957146713770946,160,0.0002628553867375897,0.1490967542248977,OFF,1024
96,PRUNED,28.003274790445964,2026-02-12T19:20:47.038537,2026-02-12T19:20:54.826566,7.788029,{},8,925,33.060914662543944,320,0.0004961198129147739,0.36307681700860617,OFF,1024
97,PRUNED,11.06274873415629,2026-02-12T19:20:54.835428,2026-02-12T19:21:30.841790,36.006362,{},8,999,16.011165962918305,512,0.00017232848247227868,0.3496597168325722,OFF,1024
98,PRUNED,34.39714241027832,2026-02-12T19:21:30.851470,2026-02-12T19:21:43.970991,13.119521,{},8,961,42.66081492200738,128,0.0006267955326201202,0.3724302668111004,OFF,1024
99,PRUNED,46.63982677459717,2026-02-12T19:21:43.979392,2026-02-12T19:21:52.252778,8.273386,{},64,853,48.800305777399764,256,0.005514672285668628,0.38791346272018223,OFF,1024
