number,state,value,datetime_start,datetime_complete,duration_sec,user_attrs_json,param_arcface_m,param_arcface_s,param_batch_size,param_epochs,param_hop_length,param_lr,param_mel,param_n_fft
51,COMPLETE,1.6634648090985137e-06,2026-01-27T00:56:53.752887,2026-01-27T01:05:29.742107,515.98922,"{""best_epoch"": 73, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-27/00-56-53""}",0.676868622190037,109.70958127261719,8,73,512,0.006170933517062555,ON,2048
52,COMPLETE,3.4521017369115723e-07,2026-01-27T01:05:29.752216,2026-01-27T01:17:09.108353,699.356137,"{""best_epoch"": 100, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-27/01-05-29""}",0.6338614060570514,108.11102850515321,8,100,512,0.00810743204932984,ON,2048
53,COMPLETE,1.3202418036447246e-06,2026-01-27T01:17:09.119892,2026-01-27T01:25:40.496416,511.376524,"{""best_epoch"": 74, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-27/01-17-09""}",0.634133016779978,113.37145515365137,8,74,512,0.008653198045304277,ON,2048
54,PRUNED,5.0003185227372645e-06,2026-01-27T01:25:40.506051,2026-01-27T01:32:23.031576,402.525525,{},0.6275220543705932,114.24426409125896,8,98,512,0.00624057330946884,ON,2048
55,COMPLETE,6.000198804182825e-07,2026-01-27T01:32:23.040219,2026-01-27T01:42:13.359737,590.319518,"{""best_epoch"": 86, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-27/01-32-23""}",0.6800615912287896,106.89204236672916,8,86,512,0.008349368386321174,ON,2048
56,PRUNED,0.0032424877863377333,2026-01-27T01:42:13.369359,2026-01-27T01:42:35.655455,22.286096,{},0.6787492333150027,109.63140399668164,48,84,512,0.008733389624839515,ON,2048
57,PRUNED,2.65194746589259e-05,2026-01-27T01:42:35.663644,2026-01-27T01:45:52.989103,197.325459,{},0.6748638401537783,121.06151875911873,32,114,512,0.006159952620736982,ON,2048
58,PRUNED,47.2306760152181,2026-01-27T01:45:52.997616,2026-01-27T01:46:22.090172,29.092556,{},0.6113014346094626,105.6612398296951,8,74,512,0.00014177812961825781,ON,2048
59,PRUNED,0.00021324668729600187,2026-01-27T01:46:22.098373,2026-01-27T01:48:00.277314,98.178941,{},0.6331784230776961,100.25227183059492,8,86,512,0.004661060894854954,ON,2048
60,PRUNED,29.94369125366211,2026-01-27T01:48:00.284937,2026-01-27T01:48:23.674429,23.389492,{},0.21559026297085393,111.20070867616393,64,102,512,0.009967569991014273,ON,2048
61,PRUNED,1.473761679638604e-05,2026-01-27T01:48:23.682763,2026-01-27T01:53:01.514612,277.831849,{},0.6421377495789554,94.73326433364018,8,76,512,0.007859171950081812,ON,2048
62,COMPLETE,1.3425934506964646e-06,2026-01-27T01:53:01.523097,2026-01-27T02:01:06.908726,485.385629,"{""best_epoch"": 70, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-27/01-53-01""}",0.6779900915428888,115.801833880703,8,70,512,0.008196034230045158,ON,2048
63,PRUNED,0.0008869156842896094,2026-01-27T02:01:06.917672,2026-01-27T02:01:41.518323,34.600651,{},0.6844292724493027,117.46653076260058,8,123,512,0.0031099189368540203,ON,2048
64,PRUNED,37.15351727803548,2026-01-27T02:01:41.526587,2026-01-27T02:02:10.635389,29.108802,{},0.5814690052791842,125.04564591049783,8,110,512,0.00041568627081944854,ON,2048
65,PRUNED,2.8595282553093665e-06,2026-01-27T02:02:10.643859,2026-01-27T02:12:42.752686,632.108827,{},0.6676838041652097,106.89261689432806,8,71,320,0.006342444025269241,ON,2048
66,PRUNED,0.0020911780341217917,2026-01-27T02:12:42.760847,2026-01-27T02:13:48.835420,66.074573,{},0.5360238510025801,120.55552526167617,8,92,160,0.004646792739301818,ON,2048
67,PRUNED,0.10852688997983932,2026-01-27T02:13:48.843018,2026-01-27T02:14:12.390000,23.546982,{},0.6211814911319042,99.31580535628869,48,139,512,0.009060459296333749,ON,2048
68,COMPLETE,3.7391892722856332e-06,2026-01-27T02:14:12.398574,2026-01-27T02:32:46.790562,1114.391988,"{""best_epoch"": 53, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-27/02-14-12""}",0.6850123453442454,114.21437363774677,8,53,128,0.007549305539191765,ON,2048
69,PRUNED,5.817134842800442e-05,2026-01-27T02:32:46.800207,2026-01-27T02:35:27.068427,160.26822,{},0.6412358015290595,105.14097537298123,8,98,512,0.005466768056569403,ON,2048
70,PRUNED,0.00024485101263659693,2026-01-27T02:35:27.076285,2026-01-27T02:36:38.258989,71.182704,{},0.5782838989065017,109.66422639931659,16,157,512,0.006691760780908352,ON,2048
71,COMPLETE,2.232687544771276e-06,2026-01-27T02:36:38.267517,2026-01-27T02:44:12.799930,454.532413,"{""best_epoch"": 67, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-27/02-36-38""}",0.6526579380162614,101.96184883410326,8,67,512,0.008365756018043,ON,2048
72,COMPLETE,3.7501243970912886e-07,2026-01-27T02:44:12.809908,2026-01-27T02:53:46.910678,574.10077,"{""best_epoch"": 88, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-27/02-44-12""}",0.6997849653193142,115.98722812871918,8,88,512,0.009903737255004916,ON,2048
73,COMPLETE,4.023312281257555e-07,2026-01-27T02:53:46.920837,2026-01-27T03:02:21.634766,514.713929,"{""best_epoch"": 88, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-27/02-53-46""}",0.6842886880054819,115.88791678225928,8,88,512,0.009907963457831107,ON,2048
74,COMPLETE,6.124373859014061e-07,2026-01-27T03:02:21.644508,2026-01-27T03:10:11.700683,470.056175,"{""best_epoch"": 78, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-27/03-02-21""}",0.6991784174012612,116.09887077777327,8,79,512,0.009926177348998876,ON,2048
75,COMPLETE,3.064671183494738e-07,2026-01-27T03:10:11.710095,2026-01-27T03:18:51.996616,520.286521,"{""best_epoch"": 89, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-27/03-10-11""}",0.6992161823763563,123.61418325456822,8,89,512,0.009767338406186508,ON,2048
76,COMPLETE,4.748496176413634e-07,2026-01-27T03:18:52.007306,2026-01-27T03:46:21.076732,1649.069426,"{""best_epoch"": 86, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-27/03-18-52""}",0.6998579112058282,123.10633823351397,8,89,512,0.009619978953679902,OFF,1024
77,PRUNED,1.7001274557060242e-06,2026-01-27T03:46:21.086939,2026-01-27T04:18:47.508132,1946.421193,{},0.6947522075789404,122.72818712342952,32,88,320,0.009857697728067003,OFF,1024
78,PRUNED,1.8415587116275372e-05,2026-01-27T04:18:47.517896,2026-01-27T04:30:15.458367,687.940471,{},0.6948059022631888,125.9065432891826,8,108,512,0.007054454120030237,OFF,1024
79,PRUNED,7.654204765117357e-07,2026-01-27T04:30:15.467040,2026-01-27T04:56:45.292054,1589.825014,{},0.6977910657513059,119.91367787369556,8,99,512,0.009884465776844577,OFF,1024
80,PRUNED,10.42069517771403,2026-01-27T04:56:45.300678,2026-01-27T04:59:51.619251,186.318573,{},0.6650152381473361,123.12633453775165,8,118,160,0.000840362892636663,OFF,1024
81,PRUNED,2.597763883234923e-06,2026-01-27T04:59:51.627501,2026-01-27T05:19:30.634444,1179.006943,{},0.634862309477189,112.26506976435526,8,83,512,0.008736031351920555,OFF,1024
82,COMPLETE,7.768468511433942e-07,2026-01-27T05:19:30.641919,2026-01-27T05:27:34.667916,484.025997,"{""best_epoch"": 79, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-27/05-19-30""}",0.699978938666442,117.15779077787798,8,79,512,0.007233064507902635,ON,2048
83,PRUNED,1.0107948450392237e-06,2026-01-27T05:27:34.677452,2026-01-27T05:35:03.282019,448.604567,{},0.683110897483846,116.74837445154346,8,81,512,0.007409109604394139,ON,2048
84,PRUNED,2.5381607201779844e-06,2026-01-27T05:35:03.290867,2026-01-27T05:41:31.056691,387.765824,{},0.6596196375730474,118.93622674572663,8,89,512,0.006819208444573481,ON,2048
85,PRUNED,6.637923722034126e-06,2026-01-27T05:41:31.067001,2026-01-27T06:11:04.867289,1773.800288,{},0.6783855192062423,127.95964599855894,8,94,512,0.00570159958529368,OFF,2048
86,PRUNED,17.66020679473877,2026-01-27T06:11:04.876691,2026-01-27T06:12:05.627426,60.750735,{},0.6985579237160544,121.75967865814951,64,79,128,0.009323169167173342,ON,1024
87,PRUNED,19.326665115356445,2026-01-27T06:12:05.635443,2026-01-27T06:12:26.959988,21.324545,{},0.13323209735219171,115.17272795723517,48,104,512,0.007470610101293853,ON,2048
88,PRUNED,0.0008986608687943468,2026-01-27T06:12:26.968366,2026-01-27T06:12:52.862099,25.893733,{},0.6038987923898073,107.69126308520109,8,101,512,0.004894138827882837,ON,2048
89,PRUNED,41.447076416015626,2026-01-27T06:12:52.869651,2026-01-27T06:13:18.969385,26.099734,{},0.6568690532777424,123.8950740348726,8,115,512,0.0002999658304739946,ON,2048
90,PRUNED,0.000353209722864752,2026-01-27T06:13:18.977892,2026-01-27T06:15:15.535953,116.558061,{},0.6854649990408159,118.62850213325237,16,88,512,0.0038466774643554336,OFF,2048
91,PRUNED,1.6520402747725408e-06,2026-01-27T06:15:15.544934,2026-01-27T06:21:56.564934,401.02,{},0.6478264387484678,112.28144960740032,8,95,512,0.008911867854133632,ON,2048
92,PRUNED,2.1244059780656245e-06,2026-01-27T06:21:56.573674,2026-01-27T06:28:37.221523,400.647849,{},0.6199224921778816,112.72276050897943,8,77,512,0.009024276182784752,ON,2048
93,PRUNED,0.01576138281573852,2026-01-27T06:28:37.229458,2026-01-27T06:29:03.186563,25.957105,{},0.6720411939145646,116.66674306277221,8,82,512,0.0013317008060757406,ON,2048
94,PRUNED,1.6500535158077886e-06,2026-01-27T06:29:03.194108,2026-01-27T06:36:01.595484,418.401376,{},0.6315568599473126,125.7382579284776,8,108,512,0.007733769452095946,ON,2048
95,PRUNED,2.776082040630475e-06,2026-01-27T06:36:01.605099,2026-01-27T06:42:09.350985,367.745886,{},0.6998859217090491,108.07657673811433,8,90,512,0.006422369200559713,ON,2048
96,PRUNED,1.0013094206651052,2026-01-27T06:42:09.359910,2026-01-27T06:42:34.932227,25.572317,{},0.30941094672785147,18.96563981367305,8,77,512,0.009974685926984653,ON,2048
97,PRUNED,2.9603186582486767e-05,2026-01-27T06:42:34.940746,2026-01-27T06:45:24.826362,169.885616,{},0.6673158847699643,115.24614083086105,8,97,512,0.005635598578653466,ON,1024
98,PRUNED,0.0003509229682094883,2026-01-27T06:45:24.835130,2026-01-27T06:45:55.903524,31.068394,{},0.6414863150332457,102.93344363551756,32,86,320,0.008363487996443736,ON,2048
99,PRUNED,5.171679072191182e-06,2026-01-27T06:45:55.911363,2026-01-27T06:51:16.493434,320.582071,{},0.6819667434446378,111.41476589214732,8,67,512,0.00691869653471185,ON,512
