number,state,value,datetime_start,datetime_complete,duration_sec,user_attrs_json,param_batch_size,param_epochs,param_gamma,param_hop_length,param_lr,param_margin,param_mel,param_n_fft
121,COMPLETE,7.540358304977417,2026-01-23T23:07:14.268377,2026-01-23T23:19:17.289109,723.020732,"{""best_epoch"": 210, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-23/23-07-14""}",8,973,17.10393107979071,320,0.0005500294930149485,0.3827217671193844,OFF,1024
122,COMPLETE,6.95751801331838,2026-01-23T23:19:17.308470,2026-01-23T23:31:20.197377,722.888907,"{""best_epoch"": 329, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-23/23-19-17""}",8,967,16.014636818308862,320,0.00036408407675866256,0.3842550211799514,OFF,1024
123,PRUNED,12.772360293070475,2026-01-23T23:31:20.215648,2026-01-23T23:32:05.124823,44.909175,{},8,973,16.00283955934142,320,0.004151717544174331,0.38333331004931465,OFF,1024
124,PRUNED,15.56660753885905,2026-01-23T23:32:05.132067,2026-01-23T23:32:32.013900,26.881833,{},8,928,16.765345087155026,320,0.0005838898892797209,0.3722047800108841,OFF,1024
125,PRUNED,16.72727387746175,2026-01-23T23:32:32.021775,2026-01-23T23:32:41.680697,9.658922,{},8,906,18.435643869013692,320,0.00040452196332812536,0.39341481535367306,OFF,1024
126,PRUNED,23.556339263916016,2026-01-23T23:32:41.689619,2026-01-23T23:32:50.670987,8.981368,{},64,972,16.723988676548647,256,0.0005201791211812265,0.3775394520996463,ON,1024
127,PRUNED,18.419947497049968,2026-01-23T23:32:50.679254,2026-01-23T23:33:07.540036,16.860782,{},8,1000,19.509565094208956,128,0.0003399493220181418,0.36907338505727144,OFF,1024
128,PRUNED,23.936346817016602,2026-01-23T23:33:07.547625,2026-01-23T23:33:23.004578,15.456953,{},48,936,17.74838033999688,320,0.00037217343653694787,0.38231966401447737,OFF,2048
129,PRUNED,11.225159947077433,2026-01-23T23:33:23.012805,2026-01-23T23:34:20.881575,57.86877,{},8,897,16.06517118528013,320,0.0018677616232849875,0.3942503783647537,OFF,512
130,PRUNED,18.170348612467446,2026-01-23T23:34:20.889554,2026-01-23T23:34:30.458415,9.568861,{},8,875,20.61846850436404,320,0.0004345729363317702,0.3985193848391973,OFF,1024
131,COMPLETE,7.692800052960714,2026-01-23T23:34:30.467957,2026-01-23T23:46:23.886452,713.418495,"{""best_epoch"": 219, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-23/23-34-30""}",8,958,17.145205539913317,320,0.0003071774657661455,0.38730347140022486,OFF,1024
132,PRUNED,14.26320816675822,2026-01-23T23:46:23.905334,2026-01-23T23:46:51.178962,27.273628,{},8,963,17.352896834776647,320,0.0004786802473879594,0.38659609750234875,OFF,1024
133,PRUNED,17.316044171651203,2026-01-23T23:46:51.187105,2026-01-23T23:47:00.751422,9.564317,{},8,941,18.843775588661423,320,0.0002119577039646561,0.3795656284951781,OFF,1024
134,COMPLETE,6.9164004723231,2026-01-23T23:47:00.759318,2026-01-23T23:58:59.687067,718.927749,"{""best_epoch"": 196, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-23/23-47-00""}",8,980,16.757376440692536,320,0.0002659898913086835,0.38996928484129045,OFF,1024
135,PRUNED,9.907611163457235,2026-01-23T23:58:59.704965,2026-01-24T00:00:38.487903,98.782938,{},8,918,16.73549365718886,320,0.000247307690435563,0.3884195073001633,OFF,1024
136,PRUNED,15.81940581003825,2026-01-24T00:00:38.496405,2026-01-24T00:00:52.343352,13.846947,{},8,650,18.04037933725854,320,0.0002704694326788322,0.3910521930003298,OFF,1024
137,PRUNED,20.350512742996216,2026-01-24T00:00:52.351342,2026-01-24T00:01:01.201519,8.850177,{},32,999,16.0098489779526,320,0.0003129293883602439,0.39916167017303117,OFF,1024
138,PRUNED,64.81168568929037,2026-01-24T00:01:01.209445,2026-01-24T00:01:11.065311,9.855866,{},8,961,86.45071629545845,320,0.0003457369548350698,0.3818753817253477,OFF,1024
139,PRUNED,19.15963452657064,2026-01-24T00:01:11.074117,2026-01-24T00:01:20.318310,9.244193,{},16,931,17.20528193504536,320,0.0004020351129385503,0.375046712133677,OFF,1024
140,PRUNED,14.43986365000407,2026-01-24T00:01:20.326118,2026-01-24T00:01:46.575503,26.249385,{},8,902,16.7430799653972,320,0.0005505155853861637,0.37042402022466875,OFF,1024
141,PRUNED,16.70348218282064,2026-01-24T00:01:46.583845,2026-01-24T00:01:56.204150,9.620305,{},8,977,17.906185010646546,320,0.0002980546926810927,0.3844327149099597,OFF,1024
142,PRUNED,17.10084171295166,2026-01-24T00:01:56.221469,2026-01-24T00:02:05.966123,9.744654,{},8,980,19.038729192706853,320,0.0007776048582251255,0.39263310174613303,OFF,1024
143,PRUNED,16.79404042561849,2026-01-24T00:02:05.973806,2026-01-24T00:02:15.524343,9.550537,{},8,949,17.3499455735015,320,0.0003638651826140775,0.36522519261757996,OFF,1024
144,PRUNED,16.741977755228678,2026-01-24T00:02:15.531045,2026-01-24T00:02:25.335154,9.804109,{},8,1000,18.092996614817245,320,0.0008870637724891922,0.37527117635303625,OFF,1024
145,PRUNED,17.815778986612955,2026-01-24T00:02:25.344799,2026-01-24T00:02:35.086172,9.741373,{},8,603,19.75681083767199,320,0.00027531955240687653,0.38736368519396613,OFF,1024
146,PRUNED,18.251103019714357,2026-01-24T00:02:35.094219,2026-01-24T00:02:42.810761,7.716542,{},8,920,16.633491742817988,320,0.0004243343749675388,0.2770758545922813,OFF,512
147,PRUNED,16.73943519592285,2026-01-24T00:02:42.818412,2026-01-24T00:02:52.557919,9.739507,{},8,969,18.358336236589256,320,0.0002574776610059641,0.38024815352895536,OFF,1024
148,PRUNED,18.756680281956992,2026-01-24T00:02:52.567339,2026-01-24T00:03:44.696057,52.128718,{},8,941,17.372714059607247,512,0.001014923877058405,0.3548037210940004,ON,1024
149,COMPLETE,7.788713630040487,2026-01-24T00:03:44.703660,2026-01-24T00:20:34.479836,1009.776176,"{""best_epoch"": 204, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/00-03-44""}",8,956,16.065456176196196,160,0.00031695988313264743,0.3948818099989465,OFF,1024
150,COMPLETE,6.938400999704997,2026-01-24T00:20:34.497651,2026-01-24T00:36:19.624271,945.12662,"{""best_epoch"": 265, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/00-20-34""}",8,892,16.02089537437575,160,0.00029610916959285665,0.3992107124325292,OFF,1024
151,COMPLETE,6.182955916722616,2026-01-24T00:36:19.642210,2026-01-24T00:51:34.018478,914.376268,"{""best_epoch"": 265, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/00-36-19""}",8,867,16.005753885162708,160,0.00032765906256037306,0.3957151509634586,OFF,1024
152,COMPLETE,7.10524628162384,2026-01-24T00:51:34.034477,2026-01-24T01:06:23.166185,889.131708,"{""best_epoch"": 181, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/00-51-34""}",8,857,16.095233211239243,160,0.00029598173936961253,0.39919877848778185,OFF,1024
153,COMPLETE,7.247411902745565,2026-01-24T01:06:23.182680,2026-01-24T01:21:29.195727,906.013047,"{""best_epoch"": 259, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/01-06-23""}",8,866,16.07415547283808,160,0.00030287593062586546,0.399646654108073,OFF,1024
154,COMPLETE,7.351631204287211,2026-01-24T01:21:29.216804,2026-01-24T01:36:15.881891,886.665087,"{""best_epoch"": 211, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/01-21-29""}",8,851,16.030712630402544,160,0.000281948427330197,0.3994771498544869,OFF,1024
155,COMPLETE,7.586157687505087,2026-01-24T01:36:15.902663,2026-01-24T01:50:30.208043,854.30538,"{""best_epoch"": 270, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/01-36-15""}",8,816,16.08321282745016,160,0.00024028039469402282,0.3993717251596906,OFF,1024
156,COMPLETE,7.373130122820537,2026-01-24T01:50:30.223408,2026-01-24T02:04:34.566544,844.343136,"{""best_epoch"": 270, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/01-50-30""}",8,805,16.418534001412578,160,0.00018449945510341009,0.39819203456140473,OFF,1024
157,COMPLETE,7.4170601050059,2026-01-24T02:04:34.582094,2026-01-24T02:19:26.285279,891.703185,"{""best_epoch"": 279, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/02-04-34""}",8,852,16.02095405624211,160,0.0001984015675956671,0.3993553869702245,OFF,1024
158,PRUNED,23.70908212661743,2026-01-24T02:19:26.301615,2026-01-24T02:19:51.237275,24.93566,{},64,848,16.511650541096596,160,0.00019389928302402585,0.39867552291067415,OFF,2048
159,PRUNED,10.79898312886556,2026-01-24T02:19:51.248676,2026-01-24T02:21:29.408257,98.159581,{},8,858,16.605682302729573,160,0.00015733193400955877,0.393810954668155,OFF,1024
160,PRUNED,11.988762696584066,2026-01-24T02:21:29.416825,2026-01-24T02:22:36.035673,66.618848,{},8,812,16.304791756609415,160,0.00017113444387159544,0.39383324492727856,OFF,1024
161,PRUNED,11.704789066314698,2026-01-24T02:22:36.043521,2026-01-24T02:23:47.315630,71.272109,{},8,836,16.150516271393176,160,0.00013052173980729787,0.3921842915305536,OFF,1024
162,COMPLETE,6.810374275843302,2026-01-24T02:23:47.323709,2026-01-24T02:37:06.017063,798.693354,"{""best_epoch"": 245, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/02-23-47""}",8,764,16.95293763842486,160,0.00019965137658495765,0.3980918221590421,OFF,1024
163,PRUNED,13.929156812032064,2026-01-24T02:37:06.032626,2026-01-24T02:37:45.568886,39.53626,{},8,786,17.011607085396076,160,0.00020862040516039023,0.39653609468771533,OFF,1024
164,PRUNED,10.142486794789631,2026-01-24T02:37:45.577569,2026-01-24T02:39:57.646290,132.068721,{},8,869,16.716306394865395,160,0.00018045749533135888,0.39908504575408166,OFF,1024
165,PRUNED,22.598890686035155,2026-01-24T02:39:57.657342,2026-01-24T02:40:11.289190,13.631848,{},48,759,16.048299609132126,160,0.00022652647173077757,0.3891862123253681,OFF,1024
166,PRUNED,16.52429828643799,2026-01-24T02:40:11.297924,2026-01-24T02:40:21.823382,10.525458,{},8,883,17.671949326270656,160,0.00028348358398751016,0.3845953552589773,OFF,512
167,PRUNED,30.514736811319988,2026-01-24T02:40:21.833238,2026-01-24T02:40:36.692679,14.859441,{},8,841,38.2659013301203,160,0.00019783270667803464,0.393002258193978,OFF,1024
168,PRUNED,10.325308354695638,2026-01-24T02:40:36.700013,2026-01-24T02:42:26.631855,109.931842,{},8,865,16.041593774083605,160,0.00016228900941446476,0.3997696151559046,OFF,1024
169,PRUNED,10.133560037612915,2026-01-24T02:42:26.639907,2026-01-24T02:44:23.174939,116.535032,{},8,797,17.504340553184452,160,0.0002622865357591048,0.39987343873214387,OFF,1024
170,PRUNED,17.012000528971353,2026-01-24T02:44:23.185633,2026-01-24T02:44:37.131716,13.946083,{},8,828,18.55597482138324,160,0.00035171576191385357,0.3859430397403375,OFF,1024
171,PRUNED,15.830876223246257,2026-01-24T02:44:37.139358,2026-01-24T02:44:54.479474,17.340116,{},8,768,17.15828544979433,160,0.00024235305115275835,0.3908955921475451,OFF,1024
172,PRUNED,8.997512753804525,2026-01-24T02:44:54.488176,2026-01-24T02:47:25.620160,151.131984,{},8,807,16.790379800763326,160,0.0003791602522532401,0.38212699490456675,OFF,1024
173,PRUNED,15.558931446075439,2026-01-24T02:47:25.630176,2026-01-24T02:47:41.950336,16.32016,{},8,732,17.842685134691266,160,0.00028763304718194404,0.3999322955810388,OFF,1024
174,COMPLETE,7.365884677569071,2026-01-24T02:47:41.959289,2026-01-24T03:03:19.003556,937.044267,"{""best_epoch"": 196, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/02-47-42""}",8,893,16.74245799184144,160,0.00033511900866189205,0.3910332093044051,OFF,1024
175,PRUNED,20.50180196762085,2026-01-24T03:03:19.019862,2026-01-24T03:03:32.208738,13.188876,{},32,893,16.008505930573858,160,0.0003375578772215446,0.3912760589721811,OFF,1024
176,PRUNED,14.191027545928955,2026-01-24T03:03:32.216058,2026-01-24T03:04:06.911404,34.695346,{},8,857,16.947717234232325,160,0.00021797192523054408,0.3860203521896843,OFF,1024
177,COMPLETE,7.762814021110534,2026-01-24T03:04:06.918257,2026-01-24T03:19:36.485902,929.567645,"{""best_epoch"": 171, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/03-04-06""}",8,883,16.714447265939206,160,0.00028528544213726926,0.3938656066577587,OFF,1024
178,PRUNED,17.92663714090983,2026-01-24T03:19:36.503927,2026-01-24T03:19:47.561378,11.057451,{},16,914,18.28921092367273,160,0.00018741532066465343,0.3931617699489773,ON,1024
179,PRUNED,16.197210534413657,2026-01-24T03:19:47.569633,2026-01-24T03:20:02.058534,14.488901,{},8,701,17.556859172184048,160,0.00039998638167304084,0.38192636778250216,OFF,1024
180,PRUNED,10.593945773442586,2026-01-24T03:20:02.065856,2026-01-24T03:21:07.998230,65.932374,{},8,468,16.717126736371604,160,0.00032435115722914893,0.3873576382652118,OFF,512
181,PRUNED,14.89581044514974,2026-01-24T03:21:08.006963,2026-01-24T03:21:35.421537,27.414574,{},8,746,17.57316676645193,160,0.0003680989625082799,0.39990832518861874,OFF,1024
182,PRUNED,13.678491274515787,2026-01-24T03:21:35.429720,2026-01-24T03:22:16.099648,40.669928,{},8,822,16.039855174805705,160,0.0002537474359758863,0.3806670780865799,OFF,1024
183,PRUNED,13.513757673899333,2026-01-24T03:22:16.107615,2026-01-24T03:23:00.154027,44.046412,{},8,899,16.962058056727955,160,0.00045294813826172824,0.3902365442022465,OFF,1024
184,PRUNED,17.003269386291503,2026-01-24T03:23:00.162076,2026-01-24T03:23:14.256576,14.0945,{},8,670,19.01277273417096,160,0.0003366195732792168,0.3942274871566339,OFF,1024
185,PRUNED,16.197048155466714,2026-01-24T03:23:14.263839,2026-01-24T03:23:29.752486,15.488647,{},8,783,17.65425549367219,160,0.00030159016640716465,0.38621600295969954,OFF,1024
186,PRUNED,13.581758403778077,2026-01-24T03:23:29.761026,2026-01-24T03:24:11.313465,41.552439,{},8,872,16.01071030615683,160,0.00021916088983946604,0.3783699762400635,OFF,1024
187,PRUNED,20.02341276804606,2026-01-24T03:24:11.322411,2026-01-24T03:24:25.595204,14.272793,{},8,848,18.12958321684259,160,0.000259445651204752,0.24434235111602884,OFF,1024
188,PRUNED,13.378515148162842,2026-01-24T03:24:25.605024,2026-01-24T03:25:01.368677,35.763653,{},8,543,16.68153576140003,256,0.00037662366996725857,0.39481924927685785,OFF,1024
189,PRUNED,15.623781331380208,2026-01-24T03:25:01.378205,2026-01-24T03:25:32.022460,30.644255,{},8,914,17.26034374947954,160,0.00029655299165639844,0.3881838097931421,OFF,2048
190,PRUNED,17.230907821655272,2026-01-24T03:25:32.031256,2026-01-24T03:25:47.213720,15.182464,{},8,879,18.47581563165293,160,0.0004953303986348805,0.3745084614226944,OFF,1024
191,COMPLETE,7.650345643361409,2026-01-24T03:25:47.223662,2026-01-24T03:39:56.144488,848.920826,"{""best_epoch"": 220, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/03-25-47""}",8,812,16.514376990910954,160,0.00024126197243100006,0.3984845585130023,OFF,1024
192,COMPLETE,7.161062137285868,2026-01-24T03:39:56.161105,2026-01-24T03:54:34.431828,878.270723,"{""best_epoch"": 283, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/03-39-56""}",8,830,16.007556356268598,160,0.0002310825586275346,0.39993613051505833,OFF,1024
193,PRUNED,14.054085032145183,2026-01-24T03:54:34.447740,2026-01-24T03:55:16.393726,41.945986,{},8,829,16.787671570641166,160,0.0002654076814422041,0.39288552091354234,OFF,1024
194,COMPLETE,7.440326992670695,2026-01-24T03:55:16.401085,2026-01-24T04:10:12.892102,896.491017,"{""best_epoch"": 235, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/03-55-16""}",8,851,16.026272407941512,160,0.0003161750405738857,0.3840846800245335,OFF,1024
195,PRUNED,10.604620774586996,2026-01-24T04:10:12.907441,2026-01-24T04:11:48.578351,95.67091,{},8,866,16.013414340748046,160,0.0002102829436755754,0.38433654115556026,OFF,1024
196,PRUNED,24.08035898208618,2026-01-24T04:11:48.588684,2026-01-24T04:12:02.041048,13.452364,{},64,843,17.182068113042227,160,0.00031433221088739507,0.39982651267540564,OFF,1024
197,PRUNED,13.071336873372395,2026-01-24T04:12:02.048409,2026-01-24T04:12:51.056419,49.00801,{},8,890,16.680346197501564,160,0.000350029326126275,0.39062259980368796,OFF,1024
198,COMPLETE,7.408005897204081,2026-01-24T04:12:51.064141,2026-01-24T04:29:04.162472,973.098331,"{""best_epoch"": 233, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-01-24/04-12-51""}",8,929,16.03266241248448,160,0.0002830575115233532,0.3923839003956582,OFF,1024
199,PRUNED,12.267508220672607,2026-01-24T04:29:04.180495,2026-01-24T04:30:06.412537,62.232042,{},8,902,16.086331960530575,160,0.00028074407508948854,0.39409344139553154,OFF,1024
