number,state,value,datetime_start,datetime_complete,duration_sec,user_attrs_json,param_arcface_m,param_arcface_s,param_batch_size,param_epochs,param_hop_length,param_lr,param_mel,param_n_fft
119,PRUNED,0.01123300672819217,2026-02-02T12:47:50.822064,2026-02-02T12:48:06.611506,15.789442,{},0.530004223310229,92.6928921382072,16,271,320,0.0031527998946211575,OFF,2048
120,PRUNED,1.4901160305669237e-09,2026-02-02T12:48:06.620641,2026-02-02T12:49:38.059711,91.43907,{},0.6754525942291073,115.07926506966089,16,478,320,0.005075379819989389,ON,1024
121,PRUNED,0.0021755785526086885,2026-02-02T12:49:38.071343,2026-02-02T12:49:47.769831,9.698488,{},0.5867387370590846,70.30012304415176,16,392,320,0.008710985127509894,OFF,1024
122,PRUNED,0.003694773356740673,2026-02-02T12:49:47.786723,2026-02-02T12:49:57.237814,9.451091,{},0.5620489507874945,112.47318097598985,16,344,320,0.004565288354939442,OFF,1024
123,PRUNED,0.00019209032179787756,2026-02-02T12:49:57.245272,2026-02-02T12:50:11.450946,14.205674,{},0.551420363138529,108.65250824898202,16,317,320,0.009136533361478814,OFF,1024
124,COMPLETE,0.0,2026-02-02T12:50:11.470643,2026-02-02T12:53:53.265543,221.7949,"{""best_epoch"": 234, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/12-50-11""}",0.6078885221468951,123.79188935015563,16,384,320,0.006932431982954528,OFF,1024
125,COMPLETE,0.0,2026-02-02T12:53:53.277774,2026-02-02T12:58:13.551722,260.273948,"{""best_epoch"": 232, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/12-53-53""}",0.6358586836262562,114.76528415061043,16,443,320,0.008182748861159089,OFF,1024
126,PRUNED,51.40937519073486,2026-02-02T12:58:13.564617,2026-02-02T12:58:24.980888,11.416271,{},0.6171790689145288,103.46757829676004,64,603,512,0.001002271491543615,OFF,2048
127,COMPLETE,0.0,2026-02-02T12:58:24.988654,2026-02-02T13:13:02.548000,877.559346,"{""best_epoch"": 121, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-02/12-58-25""}",0.6561834580812513,121.19545319755709,8,409,128,0.006183551413669541,OFF,2048
128,PRUNED,20.627621841430663,2026-02-02T13:13:02.563945,2026-02-02T13:13:13.386215,10.82227,{},0.5916195405083639,118.5864045171276,48,504,320,0.007357346460519535,ON,1024
129,PRUNED,0.0071257567964494225,2026-02-02T13:13:13.395733,2026-02-02T13:13:30.669170,17.273437,{},0.4520813602386642,110.71622408984297,16,354,320,0.005723190880363858,OFF,2048
130,PRUNED,0.0038354947173502296,2026-02-02T13:13:30.679519,2026-02-02T13:13:38.260927,7.581408,{},0.6833115518322473,105.57259786001636,32,210,512,0.009981380981153464,OFF,1024
131,PRUNED,0.0017916699328149358,2026-02-02T13:13:38.268016,2026-02-02T13:13:48.321226,10.05321,{},0.6552060574588373,100.31230210062176,16,332,320,0.006644314087106878,OFF,1024
132,PRUNED,0.0018839579618846376,2026-02-02T13:13:48.329445,2026-02-02T13:13:57.524010,9.194565,{},0.6263399604900263,95.51429922916779,16,325,320,0.008151038040752377,OFF,1024
133,PRUNED,0.00033547022418739894,2026-02-02T13:13:57.534251,2026-02-02T13:14:09.764315,12.230064,{},0.6700242214599754,107.93744982664762,16,288,320,0.005019634894505401,OFF,1024
134,COMPLETE,0.0,2026-02-02T13:14:09.772835,2026-02-02T13:17:42.379801,212.606966,"{""best_epoch"": 212, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/13-14-09""}",0.6997173525795478,113.96187184448043,16,371,320,0.009091610495169997,OFF,1024
135,PRUNED,0.003409728299205502,2026-02-02T13:17:42.392681,2026-02-02T13:17:57.204023,14.811342,{},0.6450059743680185,83.32010593850153,16,235,320,0.004195895171406029,OFF,2048
136,PRUNED,1.9436060559504162e-06,2026-02-02T13:17:57.213169,2026-02-02T13:18:47.843697,50.630528,{},0.6667295916518036,97.87938836321914,16,304,320,0.006930176396824306,ON,1024
137,PRUNED,0.001995319159080585,2026-02-02T13:18:47.854643,2026-02-02T13:18:58.532613,10.67797,{},0.6106193603970141,104.5062614563816,16,417,160,0.006182044436228288,OFF,512
138,COMPLETE,0.0,2026-02-02T13:18:58.541775,2026-02-02T13:32:42.880405,824.33863,"{""best_epoch"": 232, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/13-18-58""}",0.6410535393255085,116.27165461542742,16,342,128,0.007627418399947918,OFF,2048
139,PRUNED,0.0017021023813867941,2026-02-02T13:32:42.895367,2026-02-02T13:32:53.141878,10.246511,{},0.6838651191221181,111.3345770016574,32,548,512,0.00473487912034814,OFF,1024
140,PRUNED,0.0018776379525661468,2026-02-02T13:32:53.156499,2026-02-02T13:33:06.247716,13.091217,{},0.6552901044669661,88.18078436166265,16,382,256,0.005644444614554563,ON,2048
141,COMPLETE,0.0,2026-02-02T13:33:06.255994,2026-02-02T13:35:22.685114,136.42912,"{""best_epoch"": 208, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/13-33-06""}",0.6828559357481794,118.3539707067668,16,235,320,0.009528876751078792,OFF,1024
142,COMPLETE,0.0,2026-02-02T13:35:22.695328,2026-02-02T13:37:51.803860,149.108532,"{""best_epoch"": 211, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/13-35-22""}",0.692366822800806,126.34458401972996,16,264,320,0.008614445082027924,OFF,1024
143,COMPLETE,2.349416206470778e-07,2026-02-02T13:37:51.814466,2026-02-02T13:39:26.891962,95.077496,"{""best_epoch"": 164, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/13-37-51""}",0.6669750678624795,120.60798906219992,16,164,320,0.009945269492866905,OFF,1024
144,PRUNED,0.0015782573337977132,2026-02-02T13:39:26.902160,2026-02-02T13:39:36.170451,9.268291,{},0.6282827087850407,109.35301291524672,16,315,320,0.007568824107071837,OFF,1024
145,PRUNED,0.001773205166682601,2026-02-02T13:39:36.179549,2026-02-02T13:39:45.951877,9.772328,{},0.5752803392680463,124.11922731935671,16,461,320,0.006635185734350173,OFF,1024
146,COMPLETE,0.0,2026-02-02T13:39:45.960292,2026-02-02T13:44:21.821132,275.86084,"{""best_epoch"": 214, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/13-39-46""}",0.6773432074692839,112.94047394192145,16,290,320,0.008626500423824597,OFF,2048
147,COMPLETE,0.0,2026-02-02T13:44:21.832072,2026-02-02T13:51:25.617534,423.785462,"{""best_epoch"": 215, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/13-44-21""}",0.6999435499029105,117.47319567723376,16,357,512,0.007961691647495139,OFF,2048
148,PRUNED,0.03711562883108854,2026-02-02T13:51:25.629829,2026-02-02T13:51:34.120274,8.490445,{},0.5969244649237981,107.06868592098115,32,245,320,0.005338165785743652,ON,1024
149,PRUNED,0.5008103609085083,2026-02-02T13:51:34.134023,2026-02-02T13:51:49.444114,15.310091,{},0.6533757630109711,101.68600134538347,16,657,320,0.0015401724895122775,OFF,2048
150,PRUNED,56.286871910095215,2026-02-02T13:51:49.453087,2026-02-02T13:51:59.312450,9.859363,{},0.5525861351050503,121.71760323049682,64,903,320,0.0005542437662290885,OFF,1024
151,COMPLETE,0.0,2026-02-02T13:51:59.322519,2026-02-02T13:57:10.733103,311.410584,"{""best_epoch"": 122, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-02/13-51-59""}",0.6885290613742177,102.9544206291422,8,420,512,0.006026772273546914,ON,512
152,COMPLETE,0.0,2026-02-02T13:57:10.745676,2026-02-02T14:01:12.678815,241.933139,"{""best_epoch"": 124, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-02/13-57-10""}",0.6753261022179423,108.75665056142843,8,483,512,0.004921206969185287,ON,512
153,COMPLETE,0.0,2026-02-02T14:01:12.692415,2026-02-02T14:05:43.995091,271.302676,"{""best_epoch"": 136, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-02/14-01-12""}",0.6629923736674411,104.48545503458342,8,526,512,0.003924709311600319,ON,512
154,PRUNED,0.0009246589635343601,2026-02-02T14:05:44.007996,2026-02-02T14:05:54.695075,10.687079,{},0.6332965783599892,100.47830515320891,8,399,512,0.0036930716371313004,ON,2048
155,COMPLETE,0.0,2026-02-02T14:05:54.703017,2026-02-02T14:09:40.962403,226.259386,"{""best_epoch"": 124, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-02/14-05-54""}",0.6995955715641249,111.77655826812216,8,447,512,0.004467925682324597,ON,512
156,COMPLETE,0.0,2026-02-02T14:09:40.983534,2026-02-02T14:13:32.598879,231.615345,"{""best_epoch"": 224, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/14-09-41""}",0.6138923561871197,115.25696308959037,16,367,128,0.009217501301190078,OFF,512
157,PRUNED,0.009856230020523072,2026-02-02T14:13:32.610939,2026-02-02T14:13:43.666115,11.055176,{},0.6763046120771532,105.98471167489858,48,706,320,0.007022657126559818,ON,2048
158,PRUNED,0.0008645400676565866,2026-02-02T14:13:43.684880,2026-02-02T14:13:53.662984,9.978104,{},0.641534037629355,119.71026790335716,16,568,320,0.002838095440962072,OFF,1024
159,PRUNED,0.01676961430348456,2026-02-02T14:13:53.670798,2026-02-02T14:14:04.610405,10.939607,{},0.5841346845359366,127.11246905789066,32,327,512,0.006331606017980639,OFF,2048
160,PRUNED,0.002472697648530205,2026-02-02T14:14:04.618972,2026-02-02T14:14:14.301467,9.682495,{},0.6584416495773802,90.6308417739705,16,475,320,0.00539645315757545,OFF,1024
161,PRUNED,0.0017597835278138519,2026-02-02T14:14:14.311260,2026-02-02T14:14:25.577869,11.266609,{},0.6444453228438882,108.00993218672177,16,433,320,0.005798127433936354,ON,2048
162,PRUNED,0.0014884932277103265,2026-02-02T14:14:25.585948,2026-02-02T14:14:36.803627,11.217679,{},0.6200820460796491,102.4948922387445,16,380,320,0.007334293217545628,ON,2048
163,PRUNED,0.0012315194277713697,2026-02-02T14:14:36.813379,2026-02-02T14:14:48.611133,11.797754,{},0.6868808972534246,105.99304771948565,16,401,320,0.004266668492293591,ON,2048
164,PRUNED,0.0012411464548980197,2026-02-02T14:14:48.620596,2026-02-02T14:15:00.184084,11.563488,{},0.605848054780316,110.1834213640816,16,347,320,0.008346897778623517,ON,2048
165,PRUNED,0.008665610663592815,2026-02-02T14:15:00.191648,2026-02-02T14:15:11.568630,11.376982,{},0.41169818356311216,113.23264573920457,16,277,320,0.006500721347236546,ON,2048
166,PRUNED,0.0022515376408894856,2026-02-02T14:15:11.575828,2026-02-02T14:15:27.017341,15.441513,{},0.6665601079056619,96.26448772670744,16,619,160,0.005104142009139298,ON,2048
167,PRUNED,0.003960945286477605,2026-02-02T14:15:27.024487,2026-02-02T14:15:36.293833,9.269346,{},0.5694190675760167,99.35674883161678,16,302,320,0.004610667595436549,OFF,1024
168,PRUNED,0.001493116607889533,2026-02-02T14:15:36.301496,2026-02-02T14:15:42.963747,6.662251,{},0.6529900434309698,77.65153103354288,16,430,512,0.008982285168932281,OFF,512
169,PRUNED,0.01868330198340118,2026-02-02T14:15:42.971741,2026-02-02T14:16:15.736365,32.764624,{},0.6272547370396255,104.15151134719449,32,332,128,0.0058862021036411695,OFF,2048
170,COMPLETE,0.0,2026-02-02T14:16:15.746630,2026-02-02T14:19:17.125870,181.37924,"{""best_epoch"": 204, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/14-16-15""}",0.6866673297209525,115.82712302833875,16,506,256,0.007915240902450682,ON,1024
171,COMPLETE,0.0,2026-02-02T14:19:17.142636,2026-02-02T14:22:57.175993,220.033357,"{""best_epoch"": 199, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/14-19-17""}",0.6714431703611127,123.14283388078069,16,648,320,0.009956357582851216,ON,2048
172,COMPLETE,0.0,2026-02-02T14:22:57.195559,2026-02-02T14:25:33.938370,156.742811,"{""best_epoch"": 224, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/14-22-57""}",0.6455652379106924,116.80397709852565,16,457,320,0.007131934902177038,ON,2048
173,COMPLETE,0.0,2026-02-02T14:25:33.954454,2026-02-02T14:27:50.249542,136.295088,"{""best_epoch"": 220, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/14-25-34""}",0.6621130393948957,110.74673040038189,16,388,320,0.007742134495298292,ON,2048
174,PRUNED,0.001792488961170117,2026-02-02T14:27:50.261562,2026-02-02T14:28:01.708547,11.446985,{},0.5934416754150229,118.67575977146082,16,633,320,0.006395916509191534,ON,2048
175,PRUNED,0.0004931446339469403,2026-02-02T14:28:01.716408,2026-02-02T14:28:18.328411,16.612003,{},0.673379246145451,114.49836487907503,16,587,320,0.005377072386947977,OFF,2048
176,PRUNED,2.3643173676646257e-07,2026-02-02T14:28:18.338147,2026-02-02T14:29:28.604722,70.266575,{},0.6350728217560785,107.9375347075665,16,360,320,0.008451536699413453,ON,2048
177,PRUNED,0.0022630224625269572,2026-02-02T14:29:28.614409,2026-02-02T14:29:37.822162,9.207753,{},0.6880100721566084,63.96373954941163,16,410,320,0.007138399933663526,OFF,1024
178,COMPLETE,0.0,2026-02-02T14:29:37.830004,2026-02-02T14:33:18.305381,220.475377,"{""best_epoch"": 126, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-02/14-29-37""}",0.6168392535886195,112.29278154674903,8,262,512,0.005886161078943014,OFF,2048
179,COMPLETE,0.0,2026-02-02T14:33:18.316337,2026-02-02T14:34:34.740297,76.42396,"{""best_epoch"": 196, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/14-33-18""}",0.6995620645728905,125.10662243711502,16,217,320,0.009304478400207995,ON,1024
180,PRUNED,0.007009395398199558,2026-02-02T14:34:34.751992,2026-02-02T14:34:49.573428,14.821436,{},0.6492384874729217,93.96768647455706,32,689,320,0.004970763440384365,OFF,2048
181,PRUNED,0.0017755056265741586,2026-02-02T14:34:49.583257,2026-02-02T14:34:59.427712,9.844455,{},0.6318340247108241,109.93570921165066,16,281,320,0.006867086333431598,OFF,1024
182,PRUNED,0.0014201645040884613,2026-02-02T14:34:59.436733,2026-02-02T14:35:08.818095,9.381362,{},0.66294132438227,107.70257821210882,16,306,320,0.0076684236544204455,OFF,1024
183,PRUNED,0.0014254853129386901,2026-02-02T14:35:08.825858,2026-02-02T14:35:17.931414,9.105556,{},0.5995269289768417,106.0153542396834,16,244,320,0.008267562245261546,OFF,1024
184,PRUNED,0.0020102032848323386,2026-02-02T14:35:17.939015,2026-02-02T14:35:27.092501,9.153486,{},0.6229327580441406,112.96236142707488,16,345,320,0.006553508857245303,OFF,1024
185,COMPLETE,0.0,2026-02-02T14:35:27.106392,2026-02-02T14:38:27.649528,180.543136,"{""best_epoch"": 211, ""best_val_acc"": 1.0, ""effective_batch_size"": 16, ""output_dir"": ""./outputs/2026-02-02/14-35-27""}",0.6791721982257019,120.48402236357052,16,321,320,0.009094494337992446,OFF,1024
186,PRUNED,42.470295906066895,2026-02-02T14:38:27.661022,2026-02-02T14:38:34.754593,7.093571,{},0.6417603163656891,116.78000177160236,64,271,512,0.005813338971653045,OFF,1024
187,PRUNED,0.0825976421435674,2026-02-02T14:38:34.764454,2026-02-02T14:39:07.627510,32.863056,{},0.3729895465172618,53.41626321546312,16,376,128,0.007221102889036736,OFF,2048
188,PRUNED,36.97700805664063,2026-02-02T14:39:07.638915,2026-02-02T14:39:17.097005,9.45809,{},0.5846596005809344,111.21247243574665,48,293,320,0.004180477997547181,ON,512
189,PRUNED,0.0006602942167470853,2026-02-02T14:39:17.107141,2026-02-02T14:39:28.025049,10.917908,{},0.6553344838418985,109.68564791514817,16,203,320,0.00997072441386593,OFF,1024
190,PRUNED,50.81570765177409,2026-02-02T14:39:28.033835,2026-02-02T14:39:43.450631,15.416796,{},0.60783202836394,103.23841535217241,16,545,320,0.00017939510014169255,OFF,2048
191,COMPLETE,0.0,2026-02-02T14:39:43.460703,2026-02-02T14:46:50.485490,427.024787,"{""best_epoch"": 132, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-02/14-39-43""}",0.6367463984216145,126.17659846127802,8,509,512,0.003366561684857275,OFF,2048
192,COMPLETE,0.0,2026-02-02T14:46:50.499280,2026-02-02T14:53:39.939558,409.440278,"{""best_epoch"": 129, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-02/14-46-50""}",0.625878345573945,127.9412589586737,8,489,512,0.003816734593146953,OFF,2048
193,COMPLETE,0.0,2026-02-02T14:53:39.952630,2026-02-02T15:00:33.660235,413.707605,"{""best_epoch"": 123, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-02/14-53-40""}",0.6742671214531261,124.33346689639497,8,495,512,0.004598516479371177,OFF,2048
194,COMPLETE,0.0,2026-02-02T15:00:33.673130,2026-02-02T15:06:59.334318,385.661188,"{""best_epoch"": 108, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-02/15-00-33""}",0.6607412299482636,122.75079614563097,8,465,512,0.008454930134534987,OFF,2048
195,COMPLETE,0.0,2026-02-02T15:06:59.350491,2026-02-02T15:17:21.032722,621.682231,"{""best_epoch"": 129, ""best_val_acc"": 1.0, ""effective_batch_size"": 8, ""output_dir"": ""./outputs/2026-02-02/15-06-59""}",0.6093250205383938,119.09673735152661,8,744,512,0.005155283109211471,OFF,2048
196,PRUNED,0.0004643189643199245,2026-02-02T15:17:21.048155,2026-02-02T15:17:30.638188,9.590033,{},0.6888771450794378,106.35995205906009,16,601,320,0.00544706054742186,ON,1024
197,PRUNED,0.0027657152774433293,2026-02-02T15:17:30.646542,2026-02-02T15:17:41.184739,10.538197,{},0.5603029672264368,121.66493146038957,16,431,512,0.00625616448519593,OFF,2048
198,PRUNED,5.41726952791214,2026-02-02T15:17:41.192996,2026-02-02T15:17:56.421376,15.22838,{},0.6459909353180731,115.03181935888513,32,341,320,0.0036017968710700017,OFF,2048
199,PRUNED,0.0011434720053027073,2026-02-02T15:17:56.430797,2026-02-02T15:18:08.071148,11.640351,{},0.6208897156760221,109.18574484596463,16,524,160,0.007502668742916732,ON,1024
